school_id,school_name,degree_type,candidate_source_url,candidate_source_title,candidate_source_type,official_domain_status,official_domain_score,fetch_status,extraction_status,review_status,stats_cohort_year,metric_population,metric_type,mcat_value,mcat_metric,gpa_value,gpa_metric,science_gpa_value,source_publication_date,source_last_checked,evidence_text,notes
do_lecom_lake_erie_college_of_osteopathic_medicine_erie_erie_pennsylvania,Lake Erie College of Osteopathic Medicine – Erie,DO,https://lecom.edu/academics/the-college-of-medicine/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_lecom_jacksonville_lake_erie_college_of_osteopathic_medicine_jacksonville_jackso,Lake Erie College of Osteopathic Medicine – Jacksonville,DO,https://lecom.edu/college-of-osteopathic-medicine/jacksonville-fl/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_lecom_seton_hill_lake_erie_college_of_osteopathic_medicine_seton_hill_greensburg,Lake Erie College of Osteopathic Medicine – Seton Hill,DO,https://lecom.edu/academics/the-college-of-medicine/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_lucom_liberty_university_college_of_osteopathic_medicine_lynchburg_virginia,Liberty University College of Osteopathic Medicine,DO,http://www.liberty.edu/lucom/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_lmu_dcom_lincoln_memorial_university_debusk_college_of_osteopathic_medicine_harr,Lincoln Memorial University-DeBusk College of Osteopathic Medicine,DO,https://www.lmunet.edu/academics/schools/debusk-college-of-osteopathic-medicine,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_lmu_dcom_knoxville_lincoln_memorial_university_debusk_college_of_osteopathic_med,Lincoln Memorial University-DeBusk College of Osteopathic Medicine – Knoxville,DO,https://www.lmunet.edu/academics/schools/debusk-college-of-osteopathic-medicine,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_lmu_dcom_orange_park_lincoln_memorial_university_debusk_college_of_osteopathic_m,Lincoln Memorial University-DeBusk College of Osteopathic Medicine – Orange Park,DO,https://www.lmunet.edu/debusk-college-of-osteopathic-medicine/do/dcom-in-orange-park/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_mu_wcom_marian_university_tom_and_julie_wood_college_of_osteopathic_medicine_ind,Marian University Tom and Julie Wood College of Osteopathic Medicine,DO,http://www.marian.edu/osteopathic-medical-school,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_msom_meritus_school_of_osteopathic_medicine_hagerstown_maryland,Meritus School of Osteopathic Medicine,DO,https://msom.org/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_msucom_michigan_state_university_college_of_osteopathic_medicine_east_lansing_mi,Michigan State University College of Osteopathic Medicine,DO,http://www.com.msu.edu/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_msucom_dmc_michigan_state_university_college_of_osteopathic_medicine_detroit_mic,Michigan State University College of Osteopathic Medicine,DO,http://www.com.msu.edu/Students/Resources/DMC.htm,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_msucom_muc_michigan_state_university_college_of_osteopathic_medicine_macomb_mich,Michigan State University College of Osteopathic Medicine,DO,http://www.com.msu.edu/Students/Resources/Macomb.htm,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_mwu_azcom_midwestern_university_arizona_college_of_osteopathic_medicine_glendale,Midwestern University Arizona College of Osteopathic Medicine,DO,https://www.midwestern.edu/#,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_mwu_ccom_midwestern_university_chicago_college_of_osteopathic_medicine_downers_g,Midwestern University Chicago College of Osteopathic Medicine,DO,https://www.midwestern.edu/programs_and_admission/il_osteopathic_medicine.html,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_nyitcom_new_york_institute_of_technology_college_of_osteopathic_medicine_old_wes,New York Institute of Technology College of Osteopathic Medicine,DO,https://www.nyit.edu/medicine,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_nyitcom_jonesboro_new_york_institute_of_technology_college_of_osteopathic_medici,New York Institute of Technology College of Osteopathic Medicine at Arkansas State,DO,https://www.nyit.edu/arkansas,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_noordacom_noorda_college_of_osteopathic_medicine_provo_utah,Noorda College of Osteopathic Medicine,DO,https://noordacom.org/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_nsu_kpcom_clearwater_nova_southeastern_university_dr_kiran_c_patel_college_of_os,Nova Southeastern University – Dr. Kiran C. Patel College of Osteopathic Medicine,DO,https://osteopathic.nova.edu/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_nsu_kpcom_nova_southeastern_university_dr_kiran_c_patel_college_of_osteopathic_m,Nova Southeastern University – Dr. Kiran C. Patel College of Osteopathic Medicine,DO,https://osteopathic.nova.edu/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_ou_hcom_ohio_university_heritage_college_of_osteopathic_medicine_athens_ohio,Ohio University Heritage College of Osteopathic Medicine,DO,https://www.ohio.edu/medicine/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_ou_hcom_cleveland_ohio_university_heritage_college_of_osteopathic_medicine_cleve,Ohio University Heritage College of Osteopathic Medicine,DO,https://www.ohio.edu/medicine/about/campuses/cleveland/index.cfm,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_ou_hcom_dublin_ohio_university_heritage_college_of_osteopathic_medicine_dublin_d,Ohio University Heritage College of Osteopathic Medicine – Dublin,DO,https://www.ohio.edu/medicine/about/campuses/dublin/index.cfm,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_osu_com_oklahoma_state_university_center_for_health_sciences_college_of_osteopat,Oklahoma State University Center for Health Sciences College of Osteopathic Medicine,DO,https://health.okstate.edu/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_ocom_orlando_college_of_osteopathic_medicine_celebration_florida,Orlando College of Osteopathic Medicine,DO,https://ocom.org/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_pnwu_com_pacific_northwest_university_of_health_sciences_college_of_osteopathic_,Pacific Northwest University of Health Sciences College of Osteopathic Medicine,DO,http://www.pnwu.edu/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_pcom_philadelphia_college_of_osteopathic_medicine_philadelphia_pennsylvania,Philadelphia College of Osteopathic Medicine,DO,https://www.pcom.edu/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_pcom_georgia_philadelphia_college_of_osteopathic_medicine_georgia_suwanee_georgi,Philadelphia College of Osteopathic Medicine Georgia,DO,https://www.pcom.edu/campuses/georgia-campus/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_pcom_south_georgia_philadelphia_college_of_osteopathic_medicine_south_georgia_mo,Philadelphia College of Osteopathic Medicine South Georgia,DO,https://www.pcom.edu/south-georgia/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_rvucom_rocky_vista_university_college_of_osteopathic_medicine_parker_colorado,Rocky Vista University College of Osteopathic Medicine,DO,http://www.rvu.edu/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_rvucom_su_campus_rocky_vista_university_college_of_osteopathic_medicine_ivins_ut,Rocky Vista University College of Osteopathic Medicine,DO,http://www.rvu.edu/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_rvu_mcom_rocky_vista_university_montana_college_of_osteopathic_medicine_billings,Rocky Vista University – Montana College of Osteopathic Medicine,DO,https://www.rvu.edu/mcom/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_rowan_virtuasom_sewell_rowan_virtua_school_of_osteopathic_medicine_sewell_new_je,Rowan-Virtua School of Osteopathic Medicine,DO,https://som.rowan.edu/oursom/campus/sewell/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_rowan_virtuasom_rowan_virtua_school_of_osteopathic_medicine_stratford_new_jersey,Rowan-Virtua School of Osteopathic Medicine,DO,https://www.rowan.edu/som/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_tvcom_the_valley_college_of_osteopathic_medicine_phoenix_arizona,The Valley College of Osteopathic Medicine,DO,https://thevalleycom.org/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_tourocom_harlem_touro_college_of_osteopathic_medicine_new_york_new_york,Touro College of Osteopathic Medicine,DO,http://tourocom.touro.edu/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_tourocom_middletown_touro_college_of_osteopathic_medicine_middletown_new_york,Touro College of Osteopathic Medicine,DO,http://tourocom.touro.edu/about-us/our-facilities/middletown-campus/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_tourocom_great_falls_touro_college_of_osteopathic_medicine_great_falls_great_fal,Touro College of Osteopathic Medicine – Great Falls,DO,https://tourocom.touro.edu/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_tucom_touro_university_college_of_osteopathic_medicine_california_vallejo_califo,Touro University College of Osteopathic Medicine-California,DO,http://www.tu.edu/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_tuncom_touro_university_nevada_college_of_osteopathic_medicine_henderson_nevada,Touro University Nevada College of Osteopathic Medicine,DO,https://tun.touro.edu/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_unecom_university_of_new_england_college_of_osteopathic_medicine_biddeford_maine,University of New England College of Osteopathic Medicine,DO,http://www.une.edu/com,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_unthsc_tcom_university_of_north_texas_health_science_center_texas_college_of_ost,University of North Texas Health Science Center Texas College of Osteopathic Medicine,DO,https://www.unthsc.edu/texas-college-of-osteopathic-medicine/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_unc_com_university_of_northern_colorado_college_of_osteopathic_medicine_greely_c,University of Northern Colorado College of Osteopathic Medicine,DO,https://www.unco.edu/osteopathic-medicine/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_up_kycom_university_of_pikeville_kentucky_college_of_osteopathic_medicine_pikevi,University of Pikeville Kentucky College of Osteopathic Medicine,DO,http://www.upike.edu/KYCOM,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_uiwsom_university_of_the_incarnate_word_school_of_osteopathic_medicine_san_anton,University of the Incarnate Word School of Osteopathic Medicine,DO,http://www.uiw.edu/som/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_wvsom_west_virginia_school_of_osteopathic_medicine_lewisburg_west_virginia,West Virginia School of Osteopathic Medicine,DO,https://www.wvsom.edu/home,School website from school_master,school_homepage,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
do_westernu_comp_western_university_of_health_sciences_college_of_osteopathic_medic,Western University of Health Sciences College of Osteopathic Medicine of the Pacific,DO,http://www.westernu.edu/osteopathic/,School website from school_master,unknown,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,needs_review,,,,,,,,,,2026-06-08,,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
