school_id,school_name,degree_type,stats_cohort_year,metric_population,metric_type,mcat_median_accepted,mcat_median_matriculated,mcat_mean_enrolled,mcat_10th_percentile,mcat_25th_percentile,mcat_75th_percentile,mcat_90th_percentile,overall_gpa_median_accepted,overall_gpa_median_matriculated,overall_gpa_mean_enrolled,science_gpa_mean_enrolled,published_source_count,published_mcat_average,published_gpa_average,published_mcat_spread,published_gpa_spread,published_mcat_band,published_gpa_band,aamc_acceptance_rate,aamc_acceptance_rate_band,data_quality_rank,data_quality_band,source_name,source_url,source_snapshot_path,source_publication_date,source_last_checked,data_confidence,notes
do_atsu_soma_a_t_still_university_school_of_osteopathic_medicine_in_arizona_mesa_ar,"A.T. Still University, School of Osteopathic Medicine in Arizona",DO,,published school average,third_party_published_source_average,,,502,,,,,,,3.53,,1,502,3.53,0,0,502-505,3.40-3.59,27.9,25-39.9%,3,low,Shemmassian,https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
do_acom_alabama_college_of_osteopathic_medicine_dothan_alabama,Alabama College of Osteopathic Medicine,DO,,published school average,third_party_published_source_average,,,501.5,,,,,,,3.37,,1,501.5,3.37,0,0,502-505,3.20-3.39,26.2,25-39.9%,3,low,Shemmassian,https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_albany_medical_college_albany_new_york,Albany Medical College,MD,,published school average,third_party_published_source_average,,,511.7,,,,,,,3.77,,3,511.7,3.77,1,0.06,510-513,3.60-3.79,56.7,55-69.9%,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,http://www.amc.edu/Academic/Undergraduate_Admissions/index.cfm; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_albert_einstein_college_of_medicine_new_york_new_york,Albert Einstein College of Medicine,MD,,published school average,third_party_published_source_average,,,516,,,,,,,3.82,,1,516,3.82,0,0,514-517,Greater than 3.79,75.3,70%+,3,low,Shemmassian,https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_boonshoft_school_of_medicine_wright_state_university_dayton_ohio,Boonshoft School of Medicine Wright State University,MD,,published school average,third_party_published_source_average,,,508.5,,,,,,,3.7,,3,508.5,3.7,0.8,0.05,506-509,3.60-3.79,40.4,40-54.9%,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,http://medicine.wright.edu/admissions; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_brody_school_of_medicine_at_east_carolina_university_greenville_north_carolina,Brody School of Medicine at East Carolina University,MD,,published school average,third_party_published_source_average,,,510.2,,,,,,,3.79,,3,510.2,3.79,2,0.01,510-513,3.60-3.79,56.7,55-69.9%,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,http://www.ecu.edu/bsomadmissions/; http://medicine.hsc.wvu.edu/md-admissions/; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_california_northstate_university_college_of_medicine_elk_grove_california,California Northstate University College of Medicine,MD,,published school average,third_party_published_source_average,,,512.4,,,,,,,3.8,,3,512.4,3.8,2.9,0.09,510-513,Greater than 3.79,66.7,55-69.9%,2,medium,ProspectiveDoctor; Shemmassian; The Match Guy,http://medicine.cnsu.edu/students-com/admissions; http://med.fsu.edu/index.cfm?page=mdAdmissions.home&usemenu=prospectiveStudents; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_medium_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
do_cusom_campbell_university_jerry_m_wallace_school_of_osteopathic_medicine_buies_c,Campbell University Jerry M. Wallace School of Osteopathic Medicine,DO,,published school average,third_party_published_source_average,,,506,,,,,,,3.61,,1,506,3.61,0,0,506-509,3.60-3.79,40.4,40-54.9%,3,low,Shemmassian,https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_carle_illinois_college_of_medicine_urbana_champaign_illinois,Carle Illinois College of Medicine,MD,,published school average,third_party_published_source_average,,,513,,,,,,,3.73,,1,513,3.73,0,0,510-513,3.60-3.79,56.7,55-69.9%,3,low,Shemmassian,https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_case_western_reserve_university_school_of_medicine_cleveland_ohio,Case Western Reserve University School of Medicine,MD,,published school average,third_party_published_source_average,,,517.7,,,,,,,3.89,,3,517.7,3.89,2,0.04,Greater than 517,Greater than 3.79,82.9,70%+,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,http://case.edu/medicine/admissions/; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_charles_e_schmidt_college_of_medicine_at_florida_atlantic_university_boca_raton_,Charles E. Schmidt College of Medicine at Florida Atlantic University,MD,,published school average,third_party_published_source_average,,,513,,,,,,,3.82,,3,513,3.82,0,0.03,510-513,Greater than 3.79,66.7,55-69.9%,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,http://med.fau.edu/admissions/md/index.php; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_chicago_medical_school_at_rosalind_franklin_university_of_medicine_and_science_n,Chicago Medical School at Rosalind Franklin University of Medicine and Science,MD,,published school average,third_party_published_source_average,,,509.7,,,,,,,3.69,,3,509.7,3.69,5,0,510-513,3.60-3.79,56.7,55-69.9%,2,medium,ProspectiveDoctor; Shemmassian; The Match Guy,https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.rosalindfranklin.edu/academics/chicago-medical-school/degree-program/how-to-apply/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_medium_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_columbia_university_vagelos_college_of_physicians_and_surgeons_new_york_new_york,Columbia University Vagelos College of Physicians and Surgeons,MD,,published school average,third_party_published_source_average,,,521.5,,,,,,,3.88,,2,521.5,3.88,1,0.07,Greater than 517,Greater than 3.79,82.9,70%+,1,high,ProspectiveDoctor; Shemmassian,http://ps.columbia.edu/education/admissions; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_cooper_medical_school_of_rowan_university_camden_new_jersey,Cooper Medical School of Rowan University,MD,,published school average,third_party_published_source_average,,,512,,,,,,,3.79,,2,512,3.79,0,0,510-513,3.60-3.79,56.7,55-69.9%,1,high,ProspectiveDoctor; Shemmassian,http://www.rowan.edu/coopermed/students/admissions/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_dell_medical_school_university_of_texas_at_austin_austin_texas,Dell Medical School – University of Texas at Austin,MD,,published school average,third_party_published_source_average,,,516,,,,,,,3.92,,2,516,3.92,2,0.01,514-517,Greater than 3.79,75.3,70%+,1,high,ProspectiveDoctor; Shemmassian,https://dellmed.utexas.edu/prospective-students; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
do_dmu_com_des_moines_university_college_of_osteopathic_medicine_west_des_moines_io,Des Moines University College of Osteopathic Medicine,DO,,published school average,third_party_published_source_average,,,504,,,,,,,3.62,,1,504,3.62,0,0,502-505,3.60-3.79,32,25-39.9%,3,low,Shemmassian,https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_donald_and_barbara_zucker_school_of_medicine_at_hofstra_northwell_hempstead_new_,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,MD,,published school average,third_party_published_source_average,,,518,,,,,,,3.92,,1,518,3.92,0,0,Greater than 517,Greater than 3.79,82.9,70%+,3,low,The Match Guy,https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_east_tennessee_state_university_james_h_quillen_college_of_medicine_johnson_city,East Tennessee State University James H. Quillen College of Medicine,MD,,published school average,third_party_published_source_average,,,511.3,,,,,,,3.84,,3,511.3,3.84,5,0.04,510-513,Greater than 3.79,66.7,55-69.9%,2,medium,ProspectiveDoctor; Shemmassian; The Match Guy,http://www.etsu.edu/com/sa/admissions/; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_medium_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_florida_international_university_herbert_wertheim_college_of_medicine_miami_flor,Florida International University Herbert Wertheim College of Medicine,MD,,published school average,third_party_published_source_average,,,510.3,,,,,,,3.81,,3,510.3,3.81,1,0.03,510-513,Greater than 3.79,66.7,55-69.9%,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,https://medicine.fiu.edu/academics/degrees-and-programs/doctor-of-medicine/admissions/index.html; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_florida_state_university_college_of_medicine_tallahassee_florida,Florida State University College of Medicine,MD,,published school average,third_party_published_source_average,,,513.8,,,,,,,3.83,,3,513.8,3.83,6.5,0.17,514-517,Greater than 3.79,75.3,70%+,3,low,ProspectiveDoctor; Shemmassian; The Match Guy,https://medicine.osu.edu/education/md/admissions; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_low_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_frank_h_netter_md_school_of_medicine_at_quinnipiac_university_north_haven_connec,Frank H. Netter MD School of Medicine at Quinnipiac University,MD,,published school average,third_party_published_source_average,,,511.3,,,,,,,3.69,,3,511.3,3.69,1,0.02,510-513,3.60-3.79,56.7,55-69.9%,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.qu.edu/schools/medicine/admissions.html; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_geisel_school_of_medicine_at_dartmouth_hanover_new_hampshire,Geisel School of Medicine at Dartmouth,MD,,published school average,third_party_published_source_average,,,516,,,,,,,3.77,,3,516,3.77,0,0,514-517,3.60-3.79,65.4,55-69.9%,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,http://geiselmed.dartmouth.edu/admissions/; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_geisinger_commonwealth_school_of_medicine_scranton_pennsylvania,Geisinger Commonwealth School of Medicine,MD,,published school average,third_party_published_source_average,,,512.7,,,,,,,3.79,,3,512.7,3.79,1.1,0.05,510-513,3.60-3.79,56.7,55-69.9%,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,https://tcmc.edu/admissions/md-admissions/; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
md_george_washington_university_school_of_medicine_and_health_sciences_washington_d,George Washington University School of Medicine and Health Sciences,MD,,published school average,third_party_published_source_average,,,515.2,,,,,,,3.8,,3,515.2,3.8,0.3,0.03,514-517,Greater than 3.79,75.3,70%+,1,high,ProspectiveDoctor; Shemmassian; The Match Guy,http://smhs.gwu.edu/academics/md-program/admissions; https://medicine.wustl.edu/education/admissions/#medical-education; http://www.uwmedicine.org/education/md-program/admissions; https://thematchguy.com/average-mcat-gpa-medical-school-acceptance/; https://www.shemmassianconsulting.com/blog/average-gpa-and-mcat-score-for-every-medical-school,,,2026-06-05,third_party_published_average_high_quality,Average of available source-level published third-party GPA/MCAT values; CycleTrack excluded from the average; not official MSAR entering-class data.
